"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"4",664068,"Kingery, Scott","75","5.3","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2235","93.3","93.23","3","3","1","-0.1","6.43","104","157","105","148","285","308","287"
"4",659275,"Lamet, Dinelson","33","12.1","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2382","86.8","87.10","2","2","2","0.3","6.23","126","153","108","151","291","295","274"
"4",592407,"Holaday, Bryan","142","2.8","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2421","92.4","93.73","1","1","3","1.3","7.28","114","143","109","149","301","306","281"
"4",621559,"Moroff, Max","69","5.8","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2657","75.9","75.10","2","2","2","-0.8","5.78","89","136","111","141","298","312","300"
"4",666120,"Anderson, Ian","146","2.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2522","88.4","88.08","3","3","1","-0.3","5.93","86","150","120","148","300","281","262"
"4",669203,"Burnes, Corbin","239","1.7","0.000","0.000","0.000","0.000","0.000","0.037","0.037","0","1","62.8","-16.0","2411","83.4","83.20","0","1","3","-0.2","6.45","131","163","117","150","294","278","272"
"4",645261,"Alcantara, Sandy","268","1.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2334","93.1","94.03","1","1","3","0.9","6.95","137","151","110","151","292","290","254"
"4",608384,"Williams, Nick","46","8.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2315","88.3","88.15","3","3","1","-0.1","6.33","124","151","108","152","291","321","311"
"4",543475,"Lyles, Jordan","25","16.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2346","90.9","91.35","0","2","2","0.5","6.83","85","119","63","138","283","300","271"
"3",596295,"Gomber, Austin","118","2.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2543","89.1","87.83","1","3","0","-1.3","5.57","121","154","112","145","275","303","275"
"3",675649,"Miller, Brian","45","6.7","0.000","0.000","0.000","0.000","0.000","0.387","0.423","0","1","78.9","11.0","1689","91.0","90.37","0","2","1","-0.6","6.10","109","146","99","146","279","317","291"
"3",593372,"Martínez, Carlos","92","3.3","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2244","79.7","80.60","1","1","2","0.9","6.63","119","153","109","149","309","310","279"
"3",656413,"Fairchild, Stuart","61","4.9","0.000","0.000","0.000","0.000","0.000","0.022","0.020","0","1","87.4","35.0","2004","83.4","82.90","0","1","2","-0.5","6.07","111","154","120","146","311","326","293"
"3",668678,"Gallen, Zac","138","2.2","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2379","83.3","83.90","2","2","1","0.6","6.37","110","147","114","139","289","312","285"
"3",458681,"Lynn, Lance","19","15.8","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1845","85.2","84.43","1","3","0","-0.8","5.80","114","154","123","148","285","295","263"
"3",605504,"Thomas, Dillon","45","6.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2915","76.0","74.93","2","2","1","-1.1","5.77","130","152","105","155","283","319","299"
"3",622168,"Muñoz, Yairo","37","8.1","0.000","0.000","0.000","0.000","0.000","0.284","0.298","0","2","91.5","7.0","1970","85.1","85.27","1","3","0","0.2","6.27","95","147","101","143","291","308","277"
"3",676220,"Elledge, Seth","5","60.0","0.000","0.000","0.000","0.000","0.000","0.069","0.071","0","1","58.4","-18.0","2726","95.2","95.90","1","2","1","0.7","6.50","120","154","129","154","293","297","270"
"3",666129,"Garrett, Braxton","39","7.7","0.000","0.000","0.000","0.000","0.000","0.058","0.063","0","1","81.9","-22.0","2933","85.8","86.20","0","1","2","0.4","6.37","120","159","117","153","287","296","266"
"3",623508,"Giambrone, Trent","51","5.9","0.000","0.000","0.000","0.000","0.000","0.220","0.234","0","1","66.9","-49.0","2305","86.1","85.40","0","1","2","-0.7","6.00","112","151","117","149","301","322","292"
"3",621348,"Clay, Sam","6","50.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2040","89.7","90.53","0","0","3","0.8","6.60","87","154","101","150","282","304","295"
"3",668723,"Vilade, Ryan","24","12.5","0.000","0.000","0.000","0.000","0.000","0.381","0.423","0","1","99.7","0.0","2152","88.0","88.73","1","2","1","0.7","6.67","116","154","120","147","298","322","281"
"3",669432,"Rogers, Trevor","159","1.9","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2425","87.7","87.00","2","3","0","-0.7","5.90","122","154","125","146","259","292","300"
"3",667463,"King, John","3","100.0","0.000","0.000","0.000","0.000","0.000","0.247","0.263","0","1","30.9","-13.0","2660","95.9","96.27","0","2","1","0.4","6.30","85","148","95","152","280","304","286"
"3",663853,"Gonzalez, Romy","123","2.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1731","88.8","90.73","1","2","1","1.9","7.17","117","154","114","152","295","332","288"
"3",641943,"Palacios, Josh","163","1.8","0.000","0.000","0.000","0.000","0.000","0.225","0.240","0","1","99.2","-14.0","1785","87.8","88.40","0","1","2","0.6","6.77","126","173","112","155","288","327","301"
"3",543089,"Davis, Taylor","22","13.6","1.000","0.000","1.000","1.000","0.879","0.332","0.369","1","1","103.4","-2.0","1944","90.2","89.83","0","2","1","-0.4","6.10","114","154","111","149","299","319","277"
"3",675656,"Smith, Kevin","123","2.4","0.000","0.000","0.000","0.000","0.000","0.012","0.013","0","2","83.2","47.0","2376","83.3","83.47","0","2","1","0.2","6.23","106","155","122","147","301","316","289"
"2",641816,"Mahle, Tyler","239","0.8","1.000","0.000","1.000","1.000","0.879","0.470","0.503","1","1","99.1","4.0","1929","88.4","88.00","0","1","1","-0.4","6.10","121","154","114","151","280","305","257"
"2",545333,"Bauer, Trevor","136","1.5","0.000","0.000","0.000","0.000","0.000","0.767","0.823","0","1","90.9","12.0","2165","91.5","91.45","0","1","1","0.0","6.35","123","153","121","154","288","295","252"
"2",571912,"Maile, Luke","124","1.6","1.000","1.000","1.000","2.000","1.242","0.578","0.631","1","1","89.3","10.0","2181","94.7","94.00","0","1","1","-0.7","6.10","109","154","126","152","291","321","292"
"2",622491,"Castillo, Luis","170","1.2","0.000","0.000","0.000","0.000","0.000","0.184","0.205","0","1","33.6","-29.0","2128","87.0","86.65","0","1","1","-0.3","6.15","91","136","95","141","278","297","250"
"2",664983,"McCarthy, Jake","282","0.7","1.000","1.000","1.000","2.000","1.242","0.705","0.526","1","1","100.6","22.0","2596","88.6","87.75","0","1","1","-0.8","5.90","88","150","92","155","278","316","286"
"2",656494,"Gushue, Taylor","14","14.3","0.000","0.000","0.000","0.000","0.000","0.022","0.017","0","1","87.1","37.0","1758","80.9","80.90","0","1","1","0.0","6.00","112","152","120","145","297","315","273"
"2",493472,"Campbell, Eric","41","4.9","0.000","0.000","0.000","0.000","0.000","0.053","0.055","0","1","65.8","-23.0","2240","88.5","88.50","0","1","1","0.0","6.10","121","155","123","149","307","320","287"
"2",670462,"Owen, Hunter","19","10.5",,,,,"0.722","0.722",,"0","0",,,"2687","94.9","94.75","0","0","2","-0.1","6.40","118","154","121","148","286","301","301"
"2",668721,"Henry, Payton","67","3.0","0.000","0.000","0.000","0.000","0.000","0.023","0.026","0","1","55.4","54.0","1831","94.2","93.80","1","2","0","-0.4","6.15","109","153","123","147","303","316","272"
"2",541600,"Tovar, Wilfredo","48","4.2","0.000","0.000","0.000","0.000","0.000","0.237","0.263","0","1","54.0","-57.0","1948","92.9","93.55","0","1","1","0.7","6.60","112","152","112","151","303","306","277"
"2",663734,"Neidert, Nick","48","4.2","0.000","0.000","0.000","0.000","0.000","0.136","0.151","0","1","89.5","-10.0","2467","86.4","85.25","0","1","1","-1.1","5.65","114","153","113","152","294","302","266"
"2",621008,"De Goti, Alex","25","8.0","1.000","0.000","1.000","1.000","0.879","0.885","0.934","1","1","68.6","28.0","2097","81.4","81.85","0","2","0","0.5","6.55","87","151","114","139","299","327","282"
"2",605353,"Machín, Vimael","121","1.7","0.000","0.000","0.000","0.000","0.000","0.700","0.471","0","1","99.4","25.0","2766","91.5","93.00","0","2","0","1.5","7.40","120","155","104","152","291","308","311"
"1",665833,"Cruz, Oneil","33","3.0","0.000","0.000","0.000","0.000","0.000","0.357","0.397","0","1","106.0","-4.0","2255","88.7","88.90","0","1","0","0.2","6.40","133","183","115","153","298","318","297"
"1",623205,"Velazquez, Andrew","263","0.4","0.000","0.000","0.000","0.000","0.000","0.264","0.293","0","1","99.4","-11.0","1492","88.3","87.20","0","1","0","-1.1","5.50","107","152","104","147","293","327","274"
"1",446653,"Lobaton, Jose","57","1.8","0.000","0.000","0.000","0.000","0.000","0.169","0.188","0","1","100.3","-10.0","2517","86.7","87.00","0","1","0","0.3","6.20","88","155","119","152","300","308","284"
"1",644433,"Tromp, Chadwick","77","1.3","0.000","0.000","0.000","0.000","0.000","0.260","0.269","0","1","82.5","25.0","1985","88.3","88.90","0","1","0","0.6","6.50","116","151","132","150","291","318","286"
"1",664670,"Lopez, Alejo","71","1.4","0.000","0.000","0.000","0.000","0.000","0.180","0.200","0","1","96.6","-11.0","2603","90.3","89.40","0","1","0","-0.9","5.60","102","154","85","146","302","319","294"
"1",608597,"Guzmán, Ronald","70","1.4","0.000","0.000","0.000","0.000","0.000","0.255","0.283","0","1","85.4","2.0","2791","89.6","88.90","0","1","0","-0.7","5.80","120","152","205","151","314","335","312"
"1",642136,"Thaiss, Matt","27","3.7","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","1","73.5","74.0","2100","80.7","80.20","0","1","0","-0.5","6.10","85","130","97","140","316","322","304"
"1",602080,"Castillo, Erick","34","2.9","1.000","0.000","1.000","1.000","0.879","0.066","0.062","1","1","72.6","-39.0","2392","70.9","70.70","0","1","0","-0.2","6.20","108","152","126","150","295","308","289"
"1",605233,"Fisher, Derek","25","4.0","1.000","2.000","1.000","3.000","1.568","0.158","0.174","1","1","83.2","-6.0","2500","80.5","80.30","0","1","0","-0.2","5.80","121","154","113","149","307","353","314"
"1",593958,"Rodriguez, Eduardo","15","6.7","0.000","0.000","0.000","0.000","0.000","0.116","0.111","0","1","101.2","-18.0","1930","88.0","87.70","0","1","0","-0.3","6.20","122","152","120","144","264","305","295"
